Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
19-November-2024,772.05,799.50,772.05,783.40,790.178993900062919263,1052142,38105,831380507.00,329733,31.34,27.45,11.35
18-November-2024,778.50,781.70,759.10,772.05,769.841381674809291163,758355,38684,583813061.00,293370,38.68,22.60,-6.45
14-November-2024,787.00,792.00,771.60,774.25,779.869879329934260555,1229551,59140,958889790.00,437634,35.59,20.40,-12.75
13-November-2024,785.80,792.60,775.45,786.40,785.200244523335353710,1443625,59320,1133534703.00,528447,36.61,17.15,0.60
12-November-2024,805.00,813.45,783.00,784.95,792.699781239051119741,1615462,97509,1280576374.00,757467,46.89,30.45,-20.05
11-November-2024,800.05,831.20,791.70,804.75,816.899188203765685564,2173575,81260,1775591653.00,586112,26.97,39.50,4.70
8-November-2024,821.05,823.15,801.10,805.70,807.391406244457758364,1550591,71332,1251933848.00,631527,40.73,22.05,-15.35
7-November-2024,842.25,842.85,817.65,819.80,826.576638628233140815,685131,22830,566313279.00,267414,39.03,25.20,-22.45
6-November-2024,848.70,848.70,826.00,839.60,836.595930809095534151,695814,16173,582115161.00,255053,36.66,22.70,-9.10
5-November-2024,822.15,843.30,820.70,835.45,832.228547951373255290,888400,33247,739351842.00,292021,32.87,22.60,13.30
4-November-2024,843.45,843.90,814.85,824.10,823.175672604165420549,1253895,75522,1032175860.00,573970,45.77,29.05,-19.35
1-November-2024,849.00,849.00,838.90,843.60,844.637085205385685262,411981,32161,347974431.00,254525,61.78,10.10,-5.40
31-October-2024,847.55,847.55,832.05,834.10,835.869146267021066949,832204,42617,695613647.00,349694,42.02,15.50,-13.45
30-October-2024,848.30,853.75,838.25,840.30,846.518124145185769594,1079913,44595,914165927.00,494480,45.79,15.50,-8.00
29-October-2024,884.95,884.95,826.05,843.05,843.391565417808208514,1926853,108973,1625091568.00,868238,45.06,58.90,-41.90
28-October-2024,864.35,886.85,860.10,878.70,874.956154613516882710,690677,33693,604312092.00,270994,39.24,26.75,14.35
25-October-2024,884.70,885.40,857.15,864.35,866.389688342575912778,424665,21338,367925377.00,154945,36.49,28.25,-20.35
24-October-2024,875.80,889.90,875.60,879.75,882.833124210950267599,258222,9306,227966935.00,69701,26.99,14.30,3.95
23-October-2024,879.95,885.50,863.75,877.25,876.112818953037097816,424122,16218,371578721.00,131248,30.95,21.75,-2.70
22-October-2024,905.00,905.75,875.15,879.30,886.449707772755986178,552481,22603,489746621.00,209455,37.91,30.60,-25.70
21-October-2024,912.95,917.65,898.30,903.15,904.778512312712409814,354268,11314,320534074.00,114364,32.28,19.35,-9.80
18-October-2024,895.40,917.65,886.35,910.05,905.314652203552670154,1132444,40147,1025218146.00,345770,30.53,31.30,14.65
17-October-2024,915.35,915.35,890.10,891.70,901.264409035639168224,599537,55549,540341360.00,231434,38.60,25.25,-23.65
16-October-2024,918.00,923.25,900.30,907.10,909.323528299648087953,766953,47367,697408408.00,354329,46.20,22.95,-10.90
15-October-2024,932.00,935.40,913.00,917.45,920.814517788473101498,374203,13611,344571555.00,143067,38.23,22.40,-14.55
14-October-2024,930.95,939.60,925.50,928.05,933.225031370544220848,623993,25217,582325887.00,208468,33.41,14.10,-2.90
11-October-2024,930.10,936.90,928.65,930.95,931.973431694617520650,539101,22852,502427809.00,169367,31.42,8.25,0.85
10-October-2024,933.05,943.95,911.15,928.85,932.131850262320260242,1285261,46754,1198032714.00,528517,41.12,32.80,-4.20
